Patv,Wspd,Ndir,Pab1,Pab2,Pab3,Target
1473.44,11.57,93.11,1.04,1.04,1.04,1473.44
1349.62,10.19,89.87,1,1,1,1349.62
1276.27,9.66,88.05,1,1,1,1276.27
1246.83,9.42,88.05,1,1,1,1246.83
1328.97,9.81,88.05,1,1,1,1328.97
1295.19,9.78,83.52,1,1,1,1295.19
1291.39,9.78,80.49,1,1,1,1291.39
1366.02,10.2,80.49,1,1,1,1366.02
1219.15,9.45,75.68,1,1,1,1219.15
1332.63,10.05,72.9,1,1,1,1332.63
1321.61,10.1,68.85,1,1,1,1321.61
1168.63,9.38,57.95,1,1,1,1168.63
1163,9.25,50.11,1,1,1,1163
1366.87,10.34,55.37,1,1,1,1366.87
1275.12,9.67,52.25,1,1,1,1275.12
1233.79,9.65,50.13,1,1,1,1233.79
1272.59,9.88,50.13,1,1,1,1272.59
1388.67,10.46,50.1,1,1,1,1388.67
1493.57,11.22,50.12,1.01,1.01,1.01,1493.57
1550.18,11.61,57.64,1.05,1.05,1.05,1550.18
1532.23,11.33,56.13,1.04,1.04,1.04,1532.23
1527.69,11.73,50.11,1.05,1.05,1.05,1527.69
1538.37,11.61,50.04,1.05,1.05,1.05,1538.37
1549.97,12.25,57.37,1.07,1.07,1.07,1549.97
1549.9,12.54,57.69,1.08,1.08,1.08,1549.9
1549.48,12.14,57.69,1.07,1.07,1.07,1549.48
1549.95,12.19,57.69,1.07,1.07,1.07,1549.95
1549.63,12.59,57.69,1.08,1.08,1.08,1549.63
1549.85,12.43,57.69,1.08,1.08,1.08,1549.85
1549.9,12.65,57.69,1.08,1.08,1.08,1549.9
1549.71,12.8,57.69,1.09,1.09,1.09,1549.71
1549.35,12.2,57.69,1.07,1.07,1.07,1549.35
1549.78,12.17,57.69,1.07,1.07,1.07,1549.78
1549.68,12.37,57.69,1.08,1.08,1.08,1549.68
1549.67,12.8,57.69,1.09,1.09,1.09,1549.67
1549.45,12.5,57.69,1.08,1.08,1.08,1549.45
,,,,,,
1549.54,12.1,57.69,1.07,1.07,1.07,1549.54
1549.47,11.86,57.69,1.06,1.06,1.06,1549.47
1549.54,11.73,57.7,1.06,1.06,1.06,1549.54
1549.79,12.13,57.72,1.07,1.07,1.07,1549.79
1549.48,12.12,57.72,1.07,1.07,1.07,1549.48
1490.64,11.23,57.72,1.02,1.02,1.02,1490.64
1496.95,11.18,57.72,1.02,1.02,1.02,1496.95
1416,10.49,57.72,1.01,1.01,1.01,1416
1203.03,9.28,57.72,1,1,1,1203.03
1076.52,8.76,58.17,1,1,1,1076.52
992.94,8.36,65.31,1,1,1,992.94
1006.41,8.63,65.31,1,1,1,1006.41
1245.97,9.69,64.85,1,1,1,1245.97
1470.32,10.87,57.75,1.01,1.01,1.01,1470.32
1524.71,11.35,57.72,1.02,1.02,1.02,1524.71
1487.88,11.1,57.72,1,1,1,1487.88
1463.89,10.8,56.67,1,1,1,1463.89
1452.5,10.76,50.17,1,1,1,1452.5
1533.18,11.63,50.11,1.04,1.04,1.04,1533.18
1549.72,11.92,55.36,1.06,1.06,1.06,1549.72
1549.56,11.65,57.75,1.06,1.06,1.06,1549.56
1549.8,11.76,57.75,1.06,1.06,1.06,1549.8
1549.56,11.92,57.75,1.07,1.07,1.07,1549.56
1549.48,12.01,57.75,1.07,1.07,1.07,1549.48
1549.58,11.5,57.75,1.05,1.05,1.05,1549.58
1544.07,11.61,57.75,1.05,1.05,1.05,1544.07
1544.24,11.38,57.75,1.05,1.05,1.05,1544.24
1542.71,11.69,57.75,1.06,1.06,1.06,1542.71
1549.35,11.86,57.75,1.06,1.06,1.06,1549.35
1548.48,11.87,57.75,1.06,1.06,1.06,1548.48
1549.72,12.49,57.75,1.08,1.08,1.08,1549.72
1549.67,12.9,57.75,1.09,1.09,1.09,1549.67
1549.22,12.4,57.75,1.08,1.08,1.08,1549.22
1546.19,12.45,57.75,1.07,1.07,1.07,1546.19
1545.86,12.04,57.75,1.06,1.06,1.06,1545.86
1539.88,11.88,65,1.06,1.06,1.06,1539.88
1548.21,12.55,65.55,1.08,1.08,1.08,1548.21
1543.08,12.31,65.55,1.07,1.07,1.07,1543.08
1543.42,12.17,65.55,1.07,1.07,1.07,1543.42
1539.26,11.94,65.55,1.06,1.06,1.06,1539.26
1515.24,11.74,65.55,1.05,1.05,1.05,1515.24
1528.59,12.21,71.92,1.07,1.07,1.07,1528.59
1536.9,12.15,73.24,1.06,1.06,1.06,1536.9
1528.28,12.42,75.91,1.06,1.06,1.06,1528.28
1549.58,13.22,83.75,1.09,1.09,1.09,1549.58
1549.39,13.84,83.79,1.1,1.1,1.1,1549.39
1547.75,13.4,83.79,1.09,1.09,1.09,1547.75
1549.47,13.64,83.79,1.1,1.1,1.1,1549.47
1522.13,12.86,84.52,1.07,1.07,1.07,1522.13
1549.41,13.69,81.13,1.1,1.1,1.1,1549.41
1546.88,13.18,84.67,1.08,1.08,1.08,1546.88
1528.15,12.67,84.65,1.07,1.07,1.07,1528.15
1539.5,12.56,84.3,1.07,1.07,1.07,1539.5
1540.92,12.69,86.7,1.07,1.07,1.07,1540.92
1517.08,12.57,86.61,1.07,1.07,1.07,1517.08
1549.49,13.74,82.13,1.1,1.1,1.1,1549.49
1541.4,12.55,80.47,1.07,1.07,1.07,1541.4
1549.13,12.9,86.77,1.08,1.08,1.08,1549.13
1531.41,12.31,86.77,1.06,1.06,1.06,1531.41
1518.43,12.41,86.77,1.06,1.06,1.06,1518.43
1500.68,12.05,90.86,1.06,1.06,1.06,1500.68
1543.23,12.59,93.33,1.07,1.07,1.07,1543.23
1513.93,11.55,79.18,1.04,1.04,1.04,1513.93
1497.85,12.12,81.11,1.04,1.04,1.04,1497.85
1477.06,11.43,82.73,1.03,1.03,1.03,1477.06
1467.42,11.3,81.31,1.03,1.03,1.03,1467.42
1519.52,12.25,81.15,1.06,1.06,1.06,1519.52
1489.02,11.7,79.62,1.04,1.04,1.04,1489.02
1335.58,10.4,78.26,1.01,1.01,1.01,1335.58
1282.4,10.19,80.22,1.01,1.01,1.01,1282.4
1369.55,10.59,86.82,1.02,1.02,1.02,1369.55
1299.2,10.4,82.81,1.01,1.01,1.01,1299.2
1408.59,10.83,89.97,1.02,1.02,1.02,1408.59
1419.51,11.05,92.26,1.02,1.02,1.02,1419.51
1413.33,10.88,85.1,1.02,1.02,1.02,1413.33
1198.93,9.61,96.59,1,1,1,1198.93
1212.23,9.66,98.91,1.01,1.01,1.01,1212.23
1477.91,11.9,95.63,1.04,1.04,1.04,1477.91
1217.43,9.98,94.12,1.02,1.02,1.02,1217.43
1301.03,10.53,90.63,1.02,1.02,1.02,1301.03
1232.87,10.2,96.82,1.01,1.01,1.01,1232.87
1000.97,9.05,91.07,1,1,1,1000.97
1220.73,10.58,79.11,1.02,1.02,1.02,1220.73
1206.84,10.62,87.26,1.02,1.02,1.02,1206.84
1218.02,10.05,85.01,1,1,1,1218.02
1195.46,9.71,101.44,1,1,1,1195.46
1333.2,10.78,106.46,1.01,1.01,1.01,1333.2
1422.98,11.21,104.05,1.02,1.02,1.02,1422.98
1359.24,11.13,94.63,1.02,1.02,1.02,1359.24
1274.22,10.03,108.15,1.01,1.01,1.01,1274.22
1342.13,10.5,102.37,1.01,1.01,1.01,1342.13
1316.68,10.32,109.89,1.02,1.02,1.02,1316.68
1418.61,11.12,103.38,1.01,1.01,1.01,1418.61
1097.54,9.08,112.38,1,1,1,1097.54
1420.56,10.95,104.66,1,1,1.01,1420.56
1099.62,8.93,103.96,1,1,1,1099.62
903.58,8.17,98.85,1,1,1,903.58
1210.21,9.95,93.33,1,1,1,1210.21
1104.82,9.33,82.03,1.01,1.01,1.01,1104.82
1015.77,8.76,101.87,1,1,1,1015.77
1003.81,8.42,103.74,1,1,1,1003.81
1120.91,9.12,102.09,1,1,1,1120.91
1047.49,8.83,101.29,1,1,1,1047.49
740.39,7.49,84.6,1,1,1,740.39
1074.64,8.97,79.16,1,1,1,1074.64
1181.75,9.44,74.43,1,1,1,1181.75
1424.13,10.99,75.36,1,1,1,1424.13
1266.66,9.69,72.02,1,1,1,1266.66
1449.87,11.18,63.63,1.02,1.02,1.02,1449.87
1465.75,11.27,61.98,1.01,1.01,1.01,1465.75
1379.34,10.55,59.82,1,1,1,1379.34
1380.05,10.42,55.23,1,1,1,1380.05
1425.11,10.91,52.19,1.01,1.01,1.01,1425.11
1481.47,11.49,55.98,1.03,1.03,1.03,1481.47
1530.37,12.22,54.9,1.06,1.06,1.06,1530.37
1507.54,11.52,52.4,1.03,1.03,1.03,1507.54
1482.37,11.33,52.4,1.02,1.02,1.02,1482.37
1489.99,11.18,52.4,1.03,1.03,1.03,1489.99
1473.53,11.06,52.4,1.03,1.03,1.03,1473.53
1465.57,11.1,52.4,1.02,1.02,1.02,1465.57
1511.71,11.97,49.5,1.06,1.06,1.06,1511.71
1543.97,12.64,52.4,1.07,1.07,1.07,1543.97
1549.4,12.73,52.43,1.08,1.08,1.08,1549.4
1549.88,13.37,52.43,1.1,1.1,1.1,1549.88
1549.61,13.62,52.43,1.1,1.1,1.1,1549.61
1549.49,12.77,52.43,1.08,1.08,1.08,1549.49
1549.34,13.28,52.43,1.1,1.1,1.1,1549.34
1549.51,12.75,52.43,1.09,1.09,1.09,1549.51
1544.33,13.01,52.43,1.08,1.08,1.08,1544.33
1549.46,13.14,52.43,1.09,1.09,1.09,1549.46
1549.5,13.97,52.43,1.11,1.11,1.11,1549.5
1549.48,13.15,52.43,1.09,1.09,1.09,1549.48
1549.57,13.26,52.43,1.1,1.1,1.1,1549.57
1549.52,13.65,52.43,1.1,1.1,1.1,1549.52
1549.54,13.56,52.43,1.1,1.1,1.1,1549.54
1549.41,13.33,52.44,1.1,1.1,1.1,1549.41
1549.3,12.53,52.47,1.08,1.08,1.08,1549.3
1530.64,12.4,52.47,1.07,1.07,1.07,1530.64
1484.48,11.49,54.04,1.03,1.03,1.03,1484.48
1437.99,10.59,52.54,1,1,1,1437.99
1399.3,10.42,49.95,1,1,1,1399.3
1368.78,10.36,44.94,1,1,1,1368.78
1381.81,10.16,51.08,1,1,1,1381.81
1272.9,9.58,52.55,1,1,1,1272.9
1273.39,9.66,52.57,1,1,1,1273.39
956.69,8.62,71.65,1,1,1,956.69
1275.06,9.96,70.52,1,1,1,1275.06
1057.61,8.87,71.38,1,1,1,1057.61
1071.96,9.01,66.1,1,1,1,1071.96
1122.45,9.32,65.39,1,1,1,1122.45
1220.94,9.77,64.24,1,1,1,1220.94
1105.53,9.25,57.79,1,1,1,1105.53
1125.76,9.08,50.7,1,1,1,1125.76
1109.33,9.07,50.2,1,1,1,1109.33
1095.98,9.04,50.2,1,1,1,1095.98
1220.5,9.8,42.75,1,1,1,1220.5
1366.08,10.51,42.6,1,1,1,1366.08
1431.35,10.93,42.6,1,1,1,1431.35
1414.51,10.67,42.6,1,1,1,1414.51
1409.14,10.45,42.6,1,1,1,1409.14
1476.01,11,42.6,1,1,1,1476.01
1533,11.55,42.6,1.03,1.03,1.03,1533
1531.78,11.54,47.74,1.03,1.03,1.03,1531.78
1503.19,11.2,50.19,1.01,1.01,1.01,1503.19
1452.87,10.92,46.58,1,1,1,1452.87
1451.74,10.72,50.07,1,1,1,1451.74
1379.1,10.11,50.2,1,1,1,1379.1
1248.05,9.36,50.2,1,1,1,1248.05
1241.07,9.36,50.2,1,1,1,1241.07
1305.04,9.7,50.2,1,1,1,1305.04
1431.19,10.6,50.2,1,1,1,1431.19
1390.47,10.16,50.2,1,1,1,1390.47
1389.2,10.23,50.2,1,1,1,1389.2
1414.96,10.35,50.2,1,1,1,1414.96
1393.28,10.08,50.2,1,1,1,1393.28
1398.99,10.41,50.23,1,1,1,1398.99
1398.97,10.28,50.23,1,1,1,1398.97
1377.9,9.98,50.23,1,1,1,1377.9
1295.4,9.47,50.28,1,1,1,1295.4
1244.72,9.31,51.57,1,1,1,1244.72
1315.07,9.76,57.96,1,1,1,1315.07
1200.01,9.19,57.98,1,1,1,1200.01
1213.48,9.12,57.99,1,1,1,1213.48
1298.27,9.83,57.99,1,1,1,1298.27
1449.54,11.07,64.22,1.02,1.02,1.02,1449.54
1485.94,11.15,58.42,1.02,1.02,1.02,1485.94
1425.05,10.98,62.11,1.01,1.01,1.01,1425.05
1432.24,10.65,67.52,1.01,1.01,1.01,1432.24
1332.87,10.11,76.08,1,1,1,1332.87
1353.46,10.17,72.01,1,1,1,1353.46
1257.04,9.64,74.95,1,1,1,1257.04
1274.18,9.85,73.93,1,1,1,1274.18
1130.68,9.06,78.17,1,1,1,1130.68
972.44,8.44,78.74,1,1,1,972.44
936.03,8.37,81.16,1,1,1,936.03
974.43,8.47,83.47,1,1,1,974.43
1021.9,8.77,81.3,1,1,1,1021.9
976.05,8.36,76.09,1,1,1,976.05
1090.52,9.16,85.27,1,1,1,1090.52
1047.06,8.81,81.73,1,1,1,1047.06
1284.34,9.82,83.87,1,1,1,1284.34
1207.99,9.43,75.93,1,1,1,1207.99
1257.72,9.85,78.78,1,1,1,1257.72
1213.84,9.96,80.68,1,1,1,1213.84
1290.32,10.15,82.72,1,1,1,1290.32
1318.12,10.18,86.1,1,1,1,1318.12
1353.91,10.55,92.76,1.01,1.01,1.01,1353.91
1422.52,11.57,88.87,1.02,1.02,1.02,1422.52
1433.34,11.34,99.15,1.02,1.02,1.02,1433.34
1498.02,12.15,99.65,1.05,1.05,1.05,1498.02
1429.24,11.23,101.23,1.03,1.02,1.03,1429.24
1426.9,11.48,97.43,1.03,1.03,1.03,1426.9
1361.09,10.74,94.56,1.02,1.03,1.02,1361.09
1393.21,11.13,95.61,1.02,1.02,1.02,1393.21
1272.61,10.09,100.23,1.01,1.01,1.01,1272.61
1181.55,9.48,97.16,1,1,1,1181.55
1169.6,9.47,96.35,1.01,1.01,1.01,1169.6
1236.1,10.4,107.96,1.01,1.01,1.01,1236.1
1226.87,10.14,101.04,1.02,1.02,1.02,1226.87
1320.81,10.45,102.67,1.02,1.02,1.02,1320.81
1247.39,10.12,97.03,1.01,1.01,1.01,1247.39
1401.45,11.52,100.76,1.04,1.04,1.04,1401.45
1436.69,11.4,97.7,1.03,1.03,1.03,1436.69
1418.32,11.59,100.28,1.04,1.04,1.04,1418.32
1491.54,12.11,104.24,1.05,1.05,1.05,1491.54
1472.86,11.82,98.38,1.04,1.04,1.04,1472.86
1513.99,12.82,97.01,1.06,1.06,1.06,1513.99
1483.59,12.49,98.31,1.06,1.06,1.06,1483.59
1493.08,12.37,102.37,1.06,1.06,1.06,1493.08
1502.51,12.33,103.58,1.05,1.05,1.05,1502.51
1500.07,12.48,97.73,1.05,1.05,1.05,1500.07
1521.06,13.19,102.66,1.07,1.07,1.07,1521.06
1522.71,12.33,101.54,1.05,1.05,1.05,1522.71
1544.77,13.66,96.76,1.09,1.09,1.09,1544.77
1549.2,13.88,103.01,1.1,1.1,1.1,1549.2
1550.11,13.61,99.11,1.09,1.09,1.09,1550.11
1549.26,14.32,89.99,1.1,1.1,1.1,1549.26
1543.77,13.53,90.7,1.09,1.09,1.09,1543.77
1529.78,12.63,93.97,1.07,1.07,1.07,1529.78
1549.56,13.05,92.93,1.08,1.08,1.08,1549.56
1548.93,14.11,93.14,1.1,1.1,1.1,1548.93
1541.81,13.87,95.86,1.1,1.1,1.1,1541.81
1549.81,14.56,93.29,1.12,1.12,1.12,1549.81
1549.6,15.18,88.86,1.12,1.12,1.12,1549.6
1549.33,14.51,87.44,1.11,1.11,1.11,1549.33
1549.44,14.96,90.39,1.12,1.12,1.12,1549.44
1549.57,14.34,93.21,1.11,1.11,1.11,1549.57
1547.94,14.39,88.76,1.11,1.11,1.11,1547.94
1549.78,15.42,93.24,1.13,1.13,1.13,1549.78
1549.48,14.74,93.24,1.12,1.12,1.12,1549.48
1549.44,14.66,93.24,1.12,1.12,1.12,1549.44
1549.48,13.94,93.24,1.1,1.1,1.1,1549.48
1549.32,13.31,93.24,1.09,1.09,1.09,1549.32
1549.64,13.62,93.24,1.1,1.1,1.1,1549.64
1541.44,12.88,93.24,1.08,1.08,1.08,1541.44
1549.64,12.5,93.24,1.07,1.07,1.07,1549.64
1549.27,12.72,93.24,1.08,1.08,1.08,1549.27
1549.31,12.6,93.24,1.08,1.08,1.08,1549.31
1501.49,11.73,92.37,1.03,1.03,1.03,1501.49
,,,,,,
1521.44,11.71,85.31,1.05,1.05,1.05,1521.44
1533.81,11.99,85.31,1.05,1.05,1.05,1533.81
1544.01,11.81,85.31,1.05,1.05,1.05,1544.01
1549.4,12.09,85.31,1.07,1.07,1.07,1549.4
1420.48,10.91,83.32,1.02,1.02,1.02,1420.48
1396.76,10.53,77.71,1,1,1,1396.76
1495.14,11.38,77.71,1.02,1.02,1.02,1495.14
1477.63,11,77.68,1.01,1.01,1.01,1477.63
1509.09,11.59,77.68,1.02,1.02,1.02,1509.09
1530.27,11.91,82.56,1.05,1.05,1.05,1530.27
1521.94,12.02,79.66,1.05,1.05,1.05,1521.94
1472.04,10.81,77.71,1.01,1.01,1.01,1472.04
1505.79,11.23,76.65,1.03,1.03,1.03,1505.79
1415.58,10.39,70.17,1,1,1,1415.58
1444.63,10.68,70.17,1,1,1,1444.63
1399.67,10.24,70.13,1,1,1,1399.67
1369.99,10.14,65.59,1,1,1,1369.99
1366.63,10.13,62.54,1,1,1,1366.63
1299.03,9.63,62.43,1,1,1,1299.03
1277.82,9.46,62.43,1,1,1,1277.82
1411.31,10.56,62.43,1,1,1,1411.31
1391.49,10.34,62.43,1,1,1,1391.49
1375.76,10.13,59.79,1,1,1,1375.76
1419.4,10.69,54.88,1,1,1,1419.4
1470.26,10.97,54.85,1.01,1.01,1.01,1470.26
1512.22,11.54,54.83,1.03,1.03,1.03,1512.22
1543.69,11.53,60.55,1.05,1.05,1.05,1543.69
1550.07,12.46,62.44,1.08,1.08,1.08,1550.07
1550.1,12.38,62.47,1.07,1.07,1.07,1550.1
1549.5,12.33,62.47,1.07,1.07,1.07,1549.5
1549.66,12.22,62.47,1.07,1.07,1.07,1549.66
1549.4,11.64,62.47,1.05,1.05,1.05,1549.4
1484.53,10.87,62.47,1.01,1.01,1.01,1484.53
1478.73,11.03,62.47,1,1,1,1478.73
1488.42,11.14,62.47,1,1,1,1488.42
1509.31,11.32,62.47,1.03,1.03,1.03,1509.31
1469.95,10.66,62.47,1,1,1,1469.95
1486.68,11.02,62.47,1,1,1,1486.68
1485.67,11,62.47,1,1,1,1485.67
1449.56,10.8,58.24,1,1,1,1449.56
1428.35,10.47,54.91,1,1,1,1428.35
1353.78,10.11,54.91,1,1,1,1353.78
1306.62,9.63,54.91,1,1,1,1306.62
1225.3,9.46,54.91,1,1,1,1225.3
1115.51,8.88,54.91,1,1,1,1115.51
1168.72,9.19,54.91,1,1,1,1168.72
1190.42,9.44,47.43,1,1,1,1190.42
1269.99,9.68,54.23,1,1,1,1269.99
1330.82,10.02,54.88,1,1,1,1330.82
1331.76,10.07,54.88,1,1,1,1331.76
1286.72,9.87,54.91,1,1,1,1286.72
1304.66,10.01,54.94,1,1,1,1304.66
1359.62,10.16,60.27,1,1,1,1359.62
1341.46,9.93,62.53,1,1,1,1341.46
1394.92,10.26,60.19,1,1,1,1394.92
1328.39,9.96,54.98,1,1,1,1328.39
1291.62,9.54,60.95,1,1,1,1291.62
1228.78,9.29,54.96,1,1,1,1228.78
1126.8,8.8,60.97,1,1,1,1126.8
1093.09,8.56,59.15,1,1,1,1093.09
1259.77,9.39,62.7,1,1,1,1259.77
1343.17,9.93,62.72,1,1,1,1343.17
1301.2,9.71,62.72,1,1,1,1301.2
1235.61,9.24,62.72,1,1,1,1235.61
1217.62,9.19,62.74,1,1,1,1217.62
1364.77,10.07,62.74,1,1,1,1364.77
,,,,,,
1435.16,10.73,70.33,1.01,1.01,1.01,1435.16
1458.62,10.86,76.47,1.01,1.01,1.01,1458.62
1357.12,10.14,78.9,1,1,1,1357.12
1422.61,10.59,80.15,1,1,1,1422.61
1398.55,10.45,79.55,1,1,1,1398.55
1343.2,10.24,82.99,1,1,1,1343.2
1369.13,10.18,78.64,1,1,1,1369.13
1358.44,10.21,83.3,1,1,1,1358.44
1282.19,9.67,79.91,1,1,1,1282.19
1157.88,9,79.53,1,1,1,1157.88
1161.24,9.06,78.58,1,1,1,1161.24
1184.46,9.22,76.38,1,1,1,1184.46
1213.39,9.46,82.28,1,1,1,1213.39
1182.04,9.23,79.92,1,1,1,1182.04
1171.71,9.37,80.54,1,1,1,1171.71
1136.63,9.19,80.31,1,1,1,1136.63
1151.2,9.26,81.17,1,1,1,1151.2
1024.32,8.65,77.57,1,1,1,1024.32
990.03,8.6,79.4,1,1,1,990.03
1168.35,9.29,79.66,1,1,1,1168.35
1015.51,8.66,77.68,1,1,1,1015.51
1067.78,8.9,78.25,1,1,1,1067.78
1094.76,8.8,79.08,1,1,1,1094.76
839.5,7.8,78.05,1,1,1,839.5
1073.7,9.06,85.33,1,1,1,1073.7
1210.74,9.61,87.76,1,1,1,1210.74
1297.45,10.18,86.92,1,1,1,1297.45
1082.91,8.77,83.93,1,1,1,1082.91
1237.24,9.71,87.3,1,1,1,1237.24
1171.82,9.3,87.25,1,1,1,1171.82
1264.41,9.89,82.03,1,1,1,1264.41
1228.33,9.78,84.8,1,1,1,1228.33
1145.9,9.18,87.83,1,1,1,1145.9
1272.93,10.08,76.31,1,1,1,1272.93
923.88,8.14,80.24,1,1,1,923.88
1105.57,9.09,84.41,1,1,1,1105.57
985.7,8.39,86.65,1,1,1,985.7
1107.47,8.8,87.87,1,1,1,1107.47
895.34,8.04,90.66,1,1,1,895.34
995.36,8.61,92.95,1,1,1,995.36
937.11,8.11,93.15,1,1,1,937.11
954.55,8.31,81.78,1,1,1,954.55
935.04,8.31,82.27,1,1,1,935.04
679.05,7.34,88.74,1,1,1,679.05
961.62,8.42,89.15,1,1,1,961.62
1042.99,8.73,92.81,1,1,1,1042.99
972.56,8.4,103.12,1,1,1,972.56
1018.98,8.77,108.73,1,1,1,1018.98
1079.52,9.2,108.42,1,1,1,1079.52
1109.35,9.21,110.34,1,1,1,1109.35
1201.93,9.39,110.36,1,1,1,1201.93
1178.54,9.42,113.54,1,1,1,1178.54
1330.21,10.25,110.54,1,1,1,1330.21
1340.66,10.48,112.31,1,1,1,1340.66
1331.92,10.33,112.71,1,1,1,1331.92
1285.79,9.85,111.73,1,1,1,1285.79
1241.56,9.57,107.71,1,1,1,1241.56
1267.95,9.91,105.74,1,1,1,1267.95
1188.87,9.72,112.06,1,1,1,1188.87
1096.59,8.85,113.57,1,1,1,1096.59
844.52,7.78,110.43,1,1,1,844.52
797.55,7.79,102.04,1,1,1,797.55
636.08,7,97.34,1,1,1,636.08
622,7.05,97.23,1,1,1,622
455.08,6.13,89.64,1,1,1,455.08
415.61,6.01,92.51,1,1,1,415.61
394.36,5.87,93.14,0.99,0.99,0.99,394.36
319.91,5.38,91.76,0.99,0.99,0.99,319.91
213.59,4.48,85.16,0.99,0.99,0.99,213.59
212.72,4.47,75.87,0.99,0.99,0.99,212.72
125.2,3.48,73.71,0.99,0.99,0.99,125.2
152.09,3.89,67.11,0.99,0.99,0.99,152.09
139.67,3.69,58.67,0.99,0.99,0.99,139.67
132.81,3.59,58.53,0.99,0.99,0.99,132.81
130.51,3.54,58.53,0.99,0.99,0.99,130.51
157.08,3.86,51.66,0.99,0.99,0.99,157.08
189.88,4.26,54.77,0.99,0.99,0.99,189.88
227.56,4.65,67.18,0.99,0.99,0.99,227.56
231.36,4.72,67.18,0.99,0.99,0.99,231.36
190.43,4.24,55.92,0.99,0.99,0.99,190.43
150.81,3.59,49.96,0.99,0.99,0.99,150.81
224.06,4.53,52.86,0.99,0.99,0.99,224.06
224.83,4.38,51.91,0.99,0.99,0.99,224.83
333.87,5.32,61.7,0.99,0.99,0.99,333.87
479.64,6.58,71.84,1,1,1,479.64
567.87,7.06,74.71,1,1,1,567.87
550.6,7.1,74.32,1,1,1,550.6
600.04,7.18,67.18,1,1,1,600.04
620.89,7.3,67.18,1,1,1,620.89
669.82,7.57,67.18,1,1,1,669.82
641.87,7.39,64.88,1,1,1,641.87
571.17,6.86,59.62,1,1,1,571.17
611.11,7.03,59.62,1,1,1,611.11
684.94,7.3,59.62,1,1,1,684.94
529.95,6.64,65.85,1,1,1,529.95
659.18,7.34,67.21,1,1,1,659.18
835.33,8.09,62.91,1,1,1,835.33
899.77,8.36,64.76,1,1,1,899.77
890.49,8.3,67.24,1,1,1,890.49
859.94,8.29,67.24,1,1,1,859.94
794.21,7.92,67.24,1,1,1,794.21
597.02,6.99,67.24,1,1,1,597.02
511.61,6.6,64.67,1,1,1,511.61
840.22,8.02,56.41,1,1,1,840.22
767.36,7.77,63.98,1,1,1,767.36
691.03,7.46,68.5,1,1,1,691.03
719.87,7.67,68.5,1,1,1,719.87
904.67,8.47,68.5,1,1,1,904.67
897.55,8.49,64.77,1,1,1,897.55
943.57,8.6,56.17,1,1,1,943.57
1029.87,8.99,60.36,1,1,1,1029.87
1020.43,8.98,48.2,1,1,1,1020.43
1297.89,10.43,38.23,1,1,1,1297.89
1461.94,11.46,34.46,1,1,1,1461.94
1463.01,11.37,30.64,1,1,1,1463.01
1527.88,11.61,30.64,1.03,1.03,1.03,1527.88
1532.12,12.04,30.63,1.04,1.04,1.04,1532.12
1550.01,12.19,30.61,1.06,1.06,1.06,1550.01
1550.01,12.88,30.58,1.09,1.09,1.09,1550.01
1550.06,13.08,30.57,1.09,1.09,1.09,1550.06
1538.03,12.67,30.57,1.07,1.07,1.07,1538.03
1530.01,12.64,30.57,1.08,1.08,1.08,1530.01
1549.35,12.35,30.57,1.07,1.07,1.07,1549.35
1549.95,12.58,30.57,1.07,1.07,1.07,1549.95
95.14,12.1,30.57,1.83,1.83,1.83,95.14
0,11.41,30.57,1.9,1.9,1.9,0
0,11.54,30.57,1.9,1.9,1.9,0
0,11.88,30.57,1.9,1.9,1.9,0
0,11.82,30.57,1.9,1.9,1.9,0
10.09,11.06,28.6,1.84,1.84,1.84,10.09
1527.27,11.42,29.6,1.03,1.03,1.03,1527.27
1499.52,11.34,29.9,1.02,1.02,1.02,1499.52
1501.8,11.31,29.9,1.01,1.01,1.01,1501.8
1466.24,10.84,29.9,1.01,1.01,1.01,1466.24
1491.57,11.04,29.9,1.02,1.02,1.02,1491.57
1385,10.34,29.9,1,1,1,1385
1386.56,10.3,34.11,1,1,1,1386.56
1490.75,11.02,37.52,1.02,1.02,1.02,1490.75
1318.81,9.81,34.24,1,1,1,1318.81
1081.77,8.66,36.58,1,1,1,1081.77
961.16,8.13,37.59,1,1,1,961.16
915.87,8.09,37.59,1,1,1,915.87
335.89,4.6,46.22,1,1,1,335.89
82.78,2.8,63.56,1,1,1,82.78
176.58,3.84,72.66,0.99,0.99,0.99,176.58
221.65,4.21,74.63,0.99,0.99,0.99,221.65
258.17,4.59,82.44,0.99,0.99,0.99,258.17
343.75,5.23,84.09,0.99,0.99,0.99,343.75
421.49,5.51,89.46,0.99,0.99,0.99,421.49
691.94,7.04,88.27,1,1,1,691.94
693.25,7.03,81.54,1,1,1,693.25
774.54,7.56,82.43,1,1,1,774.54
603.82,6.69,77.16,1,1,1,603.82
568.8,6.53,75.77,1,1,1,568.8
686.93,7.02,63.61,1,1,1,686.93
697.65,7.02,65.44,1,1,1,697.65
879.98,7.93,62.55,1,1,1,879.98
738.42,7.38,66.74,1,1,1,738.42
638.28,6.8,78.13,1,1,1,638.28
707.01,7.19,71.26,1,1,1,707.01
639.62,6.98,73.58,1,1,1,639.62
573.48,6.91,70.86,1,1,1,573.48
682.82,7.02,65.78,1,1,1,682.82
630.67,6.85,71.49,1,1,1,630.67
622.56,6.64,73.28,1,1,1,622.56
571.56,6.56,79.43,1,1,1,571.56
