Patv,Wspd,Wdir,Etmp,Itmp,Ndir,Pab1,Pab2,Pab3,Prtv
712.7,7.14,3.7,24.74,35.53,422.72,1,1,1,-0.29
958.08,8.22,3.42,25.03,35.62,424.6,1,1,1,-0.19
971.8,8.1,-2.08,25.26,35.69,425.12,1,1,1,-0.26
827.11,7.49,-2.09,25.6,35.96,421.39,1,1,1,-0.24
907.63,8,0.41,25.98,36.37,417.89,1,1,1,-0.22
354.74,5.23,2.72,26.2,36.42,429.36,0.99,0.99,0.99,-0.23
288.37,4.91,-2.13,26.34,36.29,438.94,0.99,0.99,0.99,-0.26
480.81,6.08,-1.12,26.69,36.83,433.06,1,1,1,-0.25
401.97,5.66,0.93,27.05,37.12,432.02,0.99,0.99,0.99,-0.23
312.26,4.91,2.99,27.39,37.05,436.85,0.99,0.99,0.99,-0.25
331.87,5.16,-1.83,27.62,37.12,445.57,0.99,0.99,0.99,-0.25
423.24,5.81,-1.66,27.76,37.36,441.77,0.99,0.99,0.99,-0.23
362.33,5.25,-0.06,28.04,37.37,433.31,0.99,0.99,0.99,-0.25
410.89,5.46,-0.39,28.34,37.57,430.73,0.99,0.99,0.99,-0.23
328.88,5.13,0.64,28.58,37.62,424.04,0.99,0.99,0.99,-0.23
507.99,6.19,0.59,28.86,37.92,427.53,1,1,1,-0.26
387.31,5.28,-1.75,29.19,38.02,423.39,0.99,0.99,0.99,-0.23
454.32,5.86,0.04,29.68,38.48,410.37,0.99,0.99,0.99,-0.21
387.11,5.22,1.09,30.04,38.66,415.45,0.99,0.99,0.99,-0.22
221.55,4.15,1.76,30.37,38.81,425.01,0.99,0.99,0.99,-0.24
251.07,4.75,0.4,30.61,38.93,432.4,0.99,0.99,0.99,-0.26
162.29,3.53,-1.58,30.81,39.33,440.21,0.99,0.99,0.99,-0.21
292.1,4.91,4.46,31,39.45,463.33,0.99,0.99,0.99,-0.25
289.93,4.75,0.43,31.1,39.56,470.23,0.99,0.99,0.99,-0.23
186.06,3.64,-0.88,31.2,39.45,474.18,0.99,0.99,0.99,-0.24
224.99,4.08,0.77,31.27,39.56,480.88,0.99,0.99,0.99,-0.27
178.08,3.91,1.79,31.37,39.71,493.72,0.99,0.99,0.99,-0.24
59.5,2.22,8.08,31.46,39.8,491.74,0.99,0.99,0.99,-0.22
30.18,2.28,-5.57,31.62,40.17,504.33,1.33,1.33,1.33,-0.13
0,1.74,14.76,32.2,41.89,500.18,1.9,1.9,1.9,0
0,1.6,19.89,32.87,43.25,500.18,1.9,1.9,1.9,0
0,3.77,73.66,33.41,43.67,464.19,1.9,1.9,1.9,0
0,2.21,-66.32,33.74,44.4,287.91,1.9,1.9,1.9,0
0,2.74,-35.83,34.11,45.05,231.09,1.9,1.9,1.9,0
0,1.49,-10.74,34.45,45.49,190.45,1.89,1.89,1.89,0
0,2.87,16.88,34.67,45.58,198.38,1.88,1.88,1.88,0
-0.29,3.61,-1.62,34.92,45.63,213.08,1.8,1.8,1.8,-0.07
54.79,4.57,8.3,35.08,45.59,207.65,1.55,1.55,1.55,-0.08
690.77,7.06,3.36,34.81,44.13,218.74,1,1,1,-0.3
567.66,6.45,-0.03,33.96,42.53,220.08,1,1,1,-0.22
671.07,7.07,-2.54,33.78,42.08,231.19,1,1,1,-0.27
949.08,8.09,1.71,33.59,41.95,213.5,1,1,1,-0.2
649.38,6.8,-0.06,33.62,41.95,211.74,1,1,1,-0.26
1119.42,9.1,1.28,33.65,42.09,220.38,1,1,1,-0.21
712.01,7.03,0.55,33.62,42.2,223.1,1,1,1,-0.31
874.05,7.78,-0.29,33.73,42.6,220.2,1,1,1,-0.25
1064.18,8.79,1.56,33.74,42.78,229.76,1,1,1,-0.2
1005.57,8.77,0.63,33.73,42.89,222.46,1.01,1.01,1.01,-0.27
983.02,8.66,-0.69,33.65,43,230.3,1,1,1,-0.21
1255.09,9.84,1.89,33.64,42.94,213.8,1.01,1.01,1.01,-0.26
1249.47,9.8,1.07,33.61,42.98,224.62,1,1,1,-0.27
1457.89,11.72,-1.62,33.51,42.99,214.8,1.05,1.05,1.05,-0.25
1515.57,12.55,0.24,33.47,42.9,214.39,1.07,1.07,1.07,-0.28
1480.99,11.86,1.52,33.37,42.94,224.56,1.05,1.05,1.05,-0.21
980.01,9.97,-3.44,33.24,43.12,227.15,1.21,1.21,1.21,-0.06
0,10.28,-29.87,33.66,43.96,235.58,1.9,1.9,1.9,0
0,10.53,-28.53,34.24,45.48,235.58,1.9,1.9,1.9,0
0,9.71,-32.12,34.38,45.98,235.58,1.9,1.9,1.9,0
-0.02,8.84,-24.66,34.37,46,226.21,1.87,1.87,1.87,-0.02
726.16,8.31,11.25,33.38,44.9,224.68,1.21,1.21,1.21,-0.08
175.1,7.61,20.48,33.03,44.03,360.71,1.49,1.49,1.49,-0.13
928.54,7.93,0.05,31.66,43.01,386.67,1,1,1,-0.34
1308.51,9.95,1.44,30.66,42.01,387.43,1,1,1,-0.26
1160.92,9.13,-0.31,29.84,41.2,383.19,1,1,1,-0.28
971.57,8.21,-4.71,29.2,40.75,375.02,1,1,1,-0.23
1135.05,9.19,-1.54,28.68,40.55,351.19,1,1,1,-0.28
816.61,7.83,-1.06,28.3,40.2,345.13,1,1,1,-0.24
492.82,6.43,1.93,28.18,40.1,347.13,1,1,1,-0.24
459.04,6.22,0.34,27.95,39.76,344.28,1,1,1,-0.27
378.3,5.83,-1.26,27.7,39.38,346.48,0.99,0.99,0.99,-0.27
348.07,5.63,-0.62,27.55,38.73,347.19,0.99,0.99,0.99,-0.26
236.05,4.7,1.75,27.29,38.26,346.17,0.99,0.99,0.99,-0.25
240.35,4.72,0.22,27.04,37.81,341.6,0.99,0.99,0.99,-0.25
139.92,3.55,6.06,26.77,37.21,346.7,0.99,0.99,0.99,-0.22
41.62,2.04,2.38,26.49,36.92,365.3,0.99,0.99,0.99,-0.25
21.7,1.8,8.62,26.24,36.78,365.7,0.99,0.99,0.99,-0.24
52.18,2.26,-1.06,25.88,36.6,365.7,0.99,0.99,0.99,-0.22
62.81,2.55,7.2,25.64,35.95,369.5,0.99,0.99,0.99,-0.2
96.34,3.2,0.57,25.36,35.38,378.33,0.99,0.99,0.99,-0.25
163.46,4.13,-4.67,25.02,35.05,365.72,0.99,0.99,0.99,-0.21
131.88,3.6,-3.74,24.79,34.46,352.56,0.99,0.99,0.99,-0.22
68.95,2.56,3.94,24.6,34.11,353.13,0.99,0.99,0.99,-0.21
36.09,2.17,-2.47,24.11,33.91,362.9,0.99,0.99,0.99,-0.25
81.22,2.8,-1.87,23.61,33.52,352.57,0.99,0.99,0.99,-0.23
44.35,2.1,-4.01,23.3,33.16,352.57,0.99,0.99,0.99,-0.21
28.78,1.83,-7.73,22.96,33,351.51,0.99,0.99,0.99,-0.22
2.54,1.52,5.58,22.8,32.81,349.95,1,1,1,-0.26
-0.31,1.62,6.4,22.78,32.86,374.49,1.43,1.43,1.43,-0.32
-0.3,1.68,11.15,23.31,34.62,377.8,1.9,1.9,1.9,-0.3
-0.3,2.12,17.02,23.71,35.75,377.8,1.9,1.9,1.9,-0.3
-0.3,1.5,59.66,23.69,35.97,377.8,1.9,1.9,1.9,-0.3
-0.3,1.2,66.36,23.78,36.12,377.8,1.9,1.9,1.9,-0.3
-0.3,1.73,61.06,23.44,36.2,377.8,1.9,1.9,1.9,-0.3
-0.3,2.31,58.36,23.4,36.2,377.8,1.9,1.9,1.9,-0.3
-0.3,1.93,47.46,23.45,36.03,377.8,1.9,1.9,1.9,-0.3
-0.3,2.65,50.19,23.34,35.99,377.8,1.9,1.9,1.9,-0.3
-0.3,2.88,46.4,23.15,35.82,377.8,1.9,1.9,1.9,-0.3
20.13,3.41,9.26,22.84,35.61,414.43,1.64,1.64,1.64,-0.11
313.13,5.13,-2.06,22.68,34.19,427.85,0.99,0.99,0.99,-0.26
509.86,6.54,0.67,20.83,31.83,427.85,1,1,1,-0.26
576.8,6.9,0.68,19.94,30.44,422.73,1,1,1,-0.25
568.37,6.68,-0.78,19.55,29.89,420.2,1,1,1,-0.27
645.65,7.02,0.69,19.4,29.62,418.27,1,1,1,-0.26
789.4,7.68,0.78,19.4,29.5,420.3,1,1,1,-0.29
633.55,6.97,0.44,19.19,29.5,420.33,1,1,1,-0.22
796.91,7.69,-0.36,18.91,29.43,422,1,1,1,-0.25
671.31,7.37,-3.61,18.76,29.46,427.92,1,1,1,-0.26
649.71,7.44,-5.07,18.6,29.4,427.93,1,1,1,-0.22
564.75,6.61,-1.14,18.51,29.4,422.19,1,1,1,-0.22
633.36,6.87,1.99,18.39,29.21,420.35,1,1,1,-0.24
902.78,8.06,-1.36,18.37,29.07,420.29,1,1,1,-0.27
1138.28,8.85,-1.21,18.3,29.08,413.96,1,1,1,-0.26
1490.51,10.83,-2.66,18.61,29.09,412.38,1.02,1.02,1.02,-0.28
1265.39,9.31,-1.72,18.77,29.29,405.03,1,1,1,-0.26
906.78,7.84,1.43,18.62,29.74,406.9,1,1,1,-0.22
927.6,8.21,-3.2,18.59,30.01,412.66,1,1,1,-0.27
926.23,8.16,-1.82,18.5,30.26,408.84,1,1,1,-0.2
936.81,8.16,-2.12,18.51,30.27,412.6,1,1,1,-0.22
936.76,8.21,-3.9,18.42,30.24,410.65,1,1,1,-0.2
943.96,8.17,0.94,18.28,30.25,405.08,1,1,1,-0.22
872.13,7.94,0.42,18.15,30.21,405.08,1,1,1,-0.23
855.07,7.97,-2.93,18.05,30.2,405.04,1,1,1,-0.23
988.85,8.32,1.19,17.91,30.11,405.03,1,1,1,-0.23
1026.82,8.48,2.4,17.78,29.92,405.03,1,1,1,-0.28
1099.09,8.77,0.26,17.69,29.79,405.03,1,1,1,-0.2
1159.07,9.12,-0.1,17.6,29.7,405.03,1,1,1,-0.19
1146.46,9.08,0.69,17.56,29.63,405.03,1,1,1,-0.23
1225.85,9.28,-4.39,17.41,29.5,405.03,1,1,1,-0.23
1037.93,8.78,-0.93,17.34,29.5,405.03,1,1,1,-0.25
978.35,8.43,1.31,17.16,29.65,405.03,1,1,1,-0.23
888.72,7.97,-1.12,16.98,29.53,405.03,1,1,1,-0.24
850.99,7.73,0.15,16.77,29.5,405.03,1,1,1,-0.25
951.31,8.14,1.65,16.75,29.39,405.03,1,1,1,-0.23
947.48,8.04,0.64,16.74,29.29,405.03,1,1,1,-0.2
1019.54,8.39,1.04,16.8,29.21,405.03,1,1,1,-0.23
979.4,8.08,0.73,16.8,29.2,405.03,1,1,1,-0.23
958.93,8.08,3.36,16.85,29.18,407.04,1,1,1,-0.27
1093.23,8.59,-5.16,16.9,29.09,412.66,1,1,1,-0.22
1007.73,8.17,0.76,16.95,29.18,405.29,1,1,1,-0.19
651.47,6.71,3.34,17.13,29.36,405.04,1,1,1,-0.21
736.97,7,0.43,17.25,29.41,405.03,1,1,1,-0.28
734.03,6.98,-0.54,17.41,29.5,405.03,1,1,1,-0.25
718.69,6.94,0.02,17.53,29.58,405.03,1,1,1,-0.23
859.05,7.47,3.29,17.74,29.7,406.38,1,1,1,-0.25
978.1,8.11,0.04,17.89,29.64,409.83,1,1,1,-0.21
939.12,7.87,-0.91,18.04,29.7,408.73,1,1,1,-0.23
746.5,7.14,-2.67,18.24,29.93,412.31,1,1,1,-0.23
782.21,7.3,0.57,18.53,30.18,405.29,1,1,1,-0.26
619.09,6.45,1.36,18.81,30.29,405.15,1,1,1,-0.25
658.94,6.68,0.2,19.18,30.46,407.56,1,1,1,-0.29
731.15,7.19,0.29,19.43,30.62,409.54,1,1,1,-0.26
631.27,6.65,-1.41,19.68,30.76,410.68,1,1,1,-0.22
600.62,6.45,-0.92,20.03,30.94,413.54,1,1,1,-0.22
568.39,6.38,0.65,20.39,30.95,414.03,1,1,1,-0.26
577.95,6.38,-0.65,20.67,31.16,416.66,1,1,1,-0.24
482.73,5.77,2.46,20.99,31.26,417.37,0.99,0.99,0.99,-0.29
460.24,5.87,1,21.35,31.42,423.01,0.99,0.99,0.99,-0.28
438.93,5.64,0.76,21.67,31.54,424,0.99,0.99,0.99,-0.24
465.42,5.59,0.41,22.03,31.63,423.5,0.99,0.99,0.99,-0.26
375.42,5.31,-1.06,22.39,31.84,422.53,0.99,0.99,0.99,-0.25
290.12,4.88,-4.09,22.71,31.74,430.31,0.99,0.99,0.99,-0.23
294.74,4.76,-0.9,23.07,31.91,422.36,0.99,0.99,0.99,-0.25
285.37,4.54,-1.59,23.41,32.08,422.64,0.99,0.99,0.99,-0.27
239.01,4.14,1.63,23.8,32.31,427.01,0.99,0.99,0.99,-0.23
179.15,3.88,-4.88,24.11,32.5,416.72,0.99,0.99,0.99,-0.24
197.28,3.71,3.35,24.54,32.75,423.17,0.99,0.99,0.99,-0.24
139.71,3.27,-0.33,24.88,32.96,427.48,0.99,0.99,0.99,-0.23
151.02,3.37,3.65,25.22,33.28,426.38,0.99,0.99,0.99,-0.27
83.62,2.55,-1.87,25.55,33.48,427.2,0.99,0.99,0.99,-0.23
51.41,2.08,-0.93,25.99,33.9,408.61,1.25,1.25,1.25,-0.16
0,1.85,-19.3,26.56,35.68,402.85,1.9,1.9,1.9,0
0,1.3,-55.78,27.02,37.38,402.85,1.9,1.9,1.9,0
0,1.34,4.61,27.55,38.15,402.85,1.9,1.9,1.9,0
0,0.96,-16.9,28.09,38.74,402.85,1.9,1.9,1.9,0
0,0.79,-43.07,28.57,39.18,402.85,1.9,1.9,1.9,0
0,1.4,47.17,29.16,39.64,402.85,1.9,1.9,1.9,0
0,1.43,42.12,29.44,39.97,402.85,1.9,1.9,1.9,0
0,1.46,38.06,29.72,40.2,402.85,1.9,1.9,1.9,0
0,0.55,19.07,29.94,40.44,402.85,1.9,1.9,1.9,0
0,0.84,-52.57,30.27,40.86,402.85,1.9,1.9,1.9,0
0,0.53,26.58,30.66,41.31,402.85,1.9,1.9,1.9,0
0,0.66,0.71,31.05,41.55,402.85,1.9,1.9,1.9,0
0,0.69,-85.8,31.3,41.64,402.85,1.9,1.9,1.9,0
0,1.02,-15.22,31.46,41.7,402.85,1.9,1.9,1.9,0
0,1.58,14.82,31.52,41.81,402.85,1.9,1.9,1.9,0
0,1.59,-24.44,31.55,41.82,402.85,1.9,1.9,1.9,0
0,0.94,1.58,31.5,41.84,402.85,1.9,1.9,1.9,0
0,1.57,86.32,31.59,41.99,402.85,1.9,1.9,1.9,0
0,0.39,60.06,31.88,42.09,402.85,1.9,1.9,1.9,0
0,1.21,45.37,31.97,42.17,402.85,1.9,1.9,1.9,0
0,2.48,46.47,32.1,42.09,402.85,1.9,1.9,1.9,0
0,1.22,39.49,31.91,42.09,402.85,1.9,1.9,1.9,0
0,0.92,24.14,31.77,42.09,402.85,1.9,1.9,1.9,0
0,2.27,82.96,31.83,42.09,402.85,1.9,1.9,1.9,0
0,1.46,-26.9,31.93,42.09,402.85,1.9,1.9,1.9,0
0,0.64,18.94,31.87,42.07,402.85,1.9,1.9,1.9,0
0,2.91,66.58,31.97,41.87,402.85,1.9,1.9,1.9,0
0,2.78,87.86,31.9,41.63,362.05,1.9,1.9,1.9,0
0,2.18,83.25,31.69,41.88,302.66,1.9,1.9,1.9,0
0,3.36,-3.98,31.58,42,298.58,1.9,1.9,1.9,0
0,2.11,-38.45,31.54,42.05,184.02,1.9,1.9,1.9,0
0,2.26,-36.82,31.38,41.85,154.35,1.9,1.9,1.9,0
0,2.54,-52.35,31.19,41.59,154.35,1.9,1.9,1.9,0
0,2.57,-45.62,31.03,41.36,154.35,1.9,1.9,1.9,0
0,2.9,-43.69,30.93,41.11,154.35,1.9,1.9,1.9,0
0,3.06,-48.14,30.63,40.81,153.6,1.9,1.9,1.9,0
110.47,3.71,-1.26,30.74,40.08,113.95,1.2,1.2,1.2,-0.01
185.56,3.95,-0.84,30.94,38.54,125.64,0.99,0.99,0.99,-0.23
130.75,3.5,5.82,29.75,37.07,128.88,0.99,0.99,0.99,-0.25
102.92,3.13,5.46,28.77,35.83,132.63,0.99,0.99,0.99,-0.25
178.18,4.03,4.3,28.29,35.3,140.51,0.99,0.99,0.99,-0.25
133.68,3.44,3.3,27.98,34.86,147.37,0.99,0.99,0.99,-0.25
81.81,2.69,5.31,27.73,34.7,147.37,0.99,0.99,0.99,-0.23
64.93,2.47,6.33,27.58,34.76,150.74,0.99,0.99,0.99,-0.24
26.15,1.78,0.72,27.41,34.88,160.02,0.99,0.99,0.99,-0.23
-1.43,1.41,9.1,27.22,35.14,160.02,1.46,1.46,1.46,-0.26
-0.3,1.75,42.6,27.44,36.42,160.02,1.9,1.9,1.9,-0.3
-0.3,3.01,77.04,27.46,37.11,182.39,1.9,1.9,1.9,-0.3
-0.3,1.6,15.55,27.4,37.46,241.71,1.9,1.9,1.9,-0.3
-0.3,1.79,2.25,27.58,37.85,241.71,1.9,1.9,1.9,-0.3
-0.3,1.61,-14.18,27.59,38.03,241.71,1.9,1.9,1.9,-0.3
-0.3,1.33,-20.05,27.5,38.09,241.71,1.9,1.9,1.9,-0.3
-0.3,1.67,-4.5,27.4,38.09,241.71,1.9,1.9,1.9,-0.3
-0.3,2.48,16.47,27.26,38.03,241.71,1.9,1.9,1.9,-0.3
31.62,3.25,11.48,27.08,37.6,263.11,1.46,1.46,1.46,-0.07
35.08,2.08,4,27.41,36.85,277.15,0.99,0.99,0.99,-0.22
56.02,2.27,5.63,27.55,37.14,285.6,0.99,0.99,0.99,-0.26
738.17,7.47,7.27,26.09,35.82,345.82,1,1,1,-0.26
1277.38,9.79,-1.7,24.94,34.32,368.93,1,1,1,-0.34
1528.37,11.38,4.2,24.31,33.69,375.57,1.03,1.03,1.03,-0.24
1549.82,12.02,0.21,24.19,33.44,386.37,1.06,1.06,1.06,-0.14
1489.75,10.91,-2.24,24.02,33.56,384.39,1.01,1.01,1.01,-0.25
1523.32,11.39,1.25,23.89,33.78,381.43,1.04,1.04,1.04,-0.25
1458.25,10.94,4.21,23.81,33.98,381.43,1,1,1,-0.22
1224.97,9.6,3.56,23.76,34.27,381.43,1,1,1,-0.25
1152.42,9.43,3.63,23.39,34.49,381.43,1,1,1,-0.27
986.39,8.45,-2.68,23.3,34.56,376.89,1,1,1,-0.25
752.61,7.53,-0.52,23,34.82,373.72,1,1,1,-0.27
944.33,8.31,1.91,22.89,34.75,377.78,1,1,1,-0.22
1033.94,8.84,-3.48,22.75,34.56,381.32,1,1,1,-0.26
879.2,8.27,-0.78,22.46,34.38,380.29,1,1,1,-0.33
1146.53,9.31,-2.44,22.4,34.2,385.19,1,1,1,-0.13
1141.24,9.33,-3.19,22.3,34.03,385.19,1,1,1,-0.26
946.27,8.78,-5.04,22.12,33.98,385.19,1,1,1,-0.3
880.14,8.29,-4.83,21.9,33.9,382.93,1,1,1,-0.29
973.11,8.66,1.48,21.8,33.91,377.58,1,1,1,-0.29
301.75,4.32,6.27,21.53,33.7,388.07,1,1,1,-0.18
113.62,3.15,-4.71,20.7,33.21,412.12,0.99,0.99,0.99,-0.26
74.42,2.63,6.77,20.45,32.57,410.02,0.99,0.99,0.99,-0.24
108.23,3.19,-0.73,20.03,31.98,434.64,0.99,0.99,0.99,-0.26
286.95,4.88,0.52,19.6,31.14,443.32,0.99,0.99,0.99,-0.26
525.1,6.59,-2.81,19.14,30.84,442.48,1,1,1,-0.24
773.11,7.88,-1.25,18.84,30.57,440.2,1,1,1,-0.27
952.54,8.6,-3.88,18.78,30.29,440.18,1,1,1,-0.22
1115.08,9.39,-3.96,18.62,30.08,440.18,1,1,1,-0.32
1268.23,9.85,-0.98,18.5,30,433.2,1,1,1,-0.15
1387.23,10.27,-2.48,18.36,29.9,432.58,1,1,1,-0.29
1470.93,10.85,-3.55,18.4,29.78,432.58,1,1,1,-0.25
1452.67,10.55,-3.85,18.35,29.79,432.58,1,1,1,-0.29
1368.07,10.03,-5.36,18.22,29.99,432.58,1,1,1,-0.18
1402.36,9.98,-1.2,18.13,30.21,425.67,1,1,1,-0.24
1223.05,9.24,-3.19,18.15,30.35,424.94,1,1,1,-0.21
1328.28,9.6,-2.27,18,30.47,421.3,1,1,1,-0.3
1298.24,9.62,3.71,17.96,30.53,417.21,1,1,1,-0.26
1449.7,10.42,5.7,18,30.48,417.21,1,1,1,-0.19
1483.54,10.49,-1.32,17.94,30.28,420.97,1,1,1,-0.23
1419.78,10.05,0.06,17.9,30.29,417.21,1,1,1,-0.22
1487.64,10.22,-0.08,17.79,30.29,417.21,1.01,1.01,1.01,-0.22
1550.03,11.81,-0.19,17.79,30.2,417.19,1.07,1.07,1.07,-0.23
1550.31,12.48,-2.17,17.7,29.98,417.19,1.08,1.08,1.08,-0.28
1549.86,12.95,-6.58,17.6,29.79,415.48,1.09,1.09,1.09,-0.24
1549.67,12.62,1.49,17.4,29.65,406.51,1.09,1.09,1.09,-0.21
1549.69,12.25,1.99,17.35,29.5,406.51,1.08,1.08,1.08,-0.28
1549.63,11.42,1.12,17.12,29.59,406.51,1.06,1.06,1.06,-0.26
1543.17,11.11,4.04,16.87,29.7,406.51,1.04,1.04,1.04,-0.2
1495.67,10.45,3.49,16.55,29.7,406.51,1.01,1.01,1.01,-0.25
1367.86,9.56,-2.56,16.15,29.61,413.26,1,1,1,-0.3
1464.71,10.09,-5.77,15.96,29.55,414.1,1.01,1.01,1.01,-0.25
1364.32,9.56,-0.03,15.9,29.55,407.74,1,1,1,-0.25
1381.34,9.7,2.91,15.9,29.65,406.42,1,1,1,-0.22
1404.1,9.76,3.1,15.81,29.61,406.41,1,1,1,-0.24
1437.71,9.92,4,15.84,29.53,406.41,1,1,1,-0.24
153.08,9.22,-0.7,16.24,29.93,406.41,1.79,1.79,1.79,-0.2
-0.3,8.93,-2.55,17.27,32.18,406.41,1.9,1.9,1.9,-0.3
577.65,9.39,-1.93,17.53,32.75,406.41,1.48,1.48,1.48,-0.16
1412.69,9.96,3.2,16.93,30.76,407.44,1.01,1.01,1.01,-0.24
1509.86,10.84,-0.56,17.1,29.93,414.04,1.03,1.03,1.03,-0.26
1193.66,8.83,0.92,17.24,29.94,412.14,1,1,1,-0.25
1445.06,10.15,-0.29,17.59,30.25,414.02,1.03,1.03,1.03,-0.28
1530.05,11.12,-3,17.81,30.29,412.49,1.03,1.03,1.03,-0.16
1416.54,9.97,3.36,18.12,30.53,413.8,1.01,1.01,1.01,-0.25
1263.92,9.23,-1.11,18.4,30.94,421.58,1,1,1,-0.18
1378.6,9.76,-2.62,18.69,31.31,418.14,1,1,1,-0.22
1425.39,10.01,0.39,19.11,31.55,417.85,1.01,1.01,1.01,-0.25
1542.33,11.64,-1.55,19.52,31.69,419.58,1.06,1.06,1.06,-0.22
1505.08,10.88,1.19,19.99,31.98,418.21,1.03,1.03,1.03,-0.24
1531.24,11.33,1.37,20.43,32.34,418.93,1.05,1.05,1.05,-0.22
1549.45,12.08,-0.52,20.66,32.58,418.21,1.07,1.07,1.07,-0.26
1540.48,11.97,2.52,20.9,32.64,414.12,1.06,1.06,1.06,-0.26
1543.58,11.57,0.75,21.08,32.82,412.09,1.06,1.06,1.06,-0.29
1544.3,11.91,-0.78,21.36,33.17,420.57,1.06,1.06,1.06,-0.26
1541.05,11.69,-2.2,21.4,33.27,416.7,1.05,1.05,1.05,-0.24
1494.96,11.01,-1.2,21.54,33.46,414.55,1.04,1.04,1.04,-0.23
1494.36,10.87,-0.49,21.84,33.88,416.33,1.03,1.03,1.03,-0.28
1406.01,10.21,-0.72,22.17,34.22,416.73,1.01,1.01,1.01,-0.24
1407.31,10.1,-0.7,22.39,34.55,414.19,1.01,1.01,1.01,-0.2
1381.72,9.79,-2.4,22.68,34.8,412.65,1,1,1,-0.29
1312.17,9.74,0.49,22.91,35.15,421.01,1.01,1.01,1.01,-0.26
1201.72,9.24,-1.12,23.12,35.35,419.04,1,1,1,-0.31
1276.51,9.51,1.16,23.12,35.47,418.15,1,1,1,-0.26
1217.13,8.94,0.11,23.4,35.76,416.57,1,1,1,-0.24
1126.19,8.68,-1.16,23.71,35.98,423.78,1,1,1,-0.17
1136.34,8.69,2.31,24.08,36.21,420,1,1,1,-0.27
1184.03,9.04,-0.45,24.23,36.31,426.19,1,1,1,-0.2
1136.67,8.66,-1.02,24.34,36.42,421.04,1,1,1,-0.21
1062,8.58,0.96,24.56,36.61,422.64,1,1,1,-0.26
901.06,7.86,0.72,24.83,36.74,423.87,1,1,1,-0.22
873.06,7.68,-0.29,25.08,36.91,425.16,1,1,1,-0.22
753.66,7.13,-1.58,25.35,37.07,426.18,1,1,1,-0.23
828.69,7.37,-0.96,25.65,37.26,421.24,1,1,1,-0.25
646.45,6.58,-2.49,25.79,37.32,418.33,1,1,1,-0.22
483.64,5.94,1.12,25.9,37.26,419.24,0.99,0.99,0.99,-0.26
348.72,5.23,1.62,26.12,37.19,419.76,0.99,0.99,0.99,-0.25
518.75,6.19,-2.11,26.51,37.26,411.11,1,1,1,-0.26
521.32,6.09,-0.47,26.6,37.45,404.55,1,1,1,-0.21
333.38,5.15,0.18,26.69,37.18,422.31,0.99,0.99,0.99,-0.24
311.46,4.77,1.68,26.86,37.03,421.01,0.99,0.99,0.99,-0.25
285.76,4.74,-3.27,27.03,36.95,413.26,0.99,0.99,0.99,-0.24
235.46,4.2,3.21,27.19,36.88,394.41,0.99,0.99,0.99,-0.23
398.87,5.42,1.44,27.37,37.12,416.63,0.99,0.99,0.99,-0.26
308.8,5.06,-1.69,27.43,36.96,419.36,0.99,0.99,0.99,-0.23
407.56,5.21,2.1,27.57,36.92,412.6,0.99,0.99,0.99,-0.26
318.26,4.79,0.15,27.55,36.8,416.69,0.99,0.99,0.99,-0.27
322.9,4.92,2.5,27.59,36.87,414.68,0.99,0.99,0.99,-0.25
518.1,6.12,-0.83,27.61,36.75,426.46,1,1,1,-0.25
301.25,4.73,0.22,27.69,36.75,413.84,0.99,0.99,0.99,-0.26
344.29,5.05,1.91,27.72,36.56,430.03,0.99,0.99,0.99,-0.27
211.02,4.56,-0.09,27.7,36.75,409.04,1.22,1.22,1.22,-0.24
-0.3,4.95,6.82,27.97,38.03,410.04,1.9,1.9,1.9,-0.3
-0.3,5.78,12.84,28.47,39.52,410.04,1.9,1.9,1.9,-0.3
176.22,5.64,8.72,28.56,39.81,410.53,1.56,1.56,1.56,-0.13
545.75,6.34,-0.2,28.04,38.01,435.9,1,1,1,-0.24
484.06,6.07,2.18,27.63,36.73,439.88,1,1,1,-0.29
584.27,6.52,-1.35,27.45,36.34,443.12,1,1,1,-0.22
582.43,6.56,-0.72,27.31,36.18,445.77,1,1,1,-0.27
483.42,6.09,1.52,27.17,36.18,441.8,1,1,1,-0.23
315.76,4.81,2,27.07,35.83,446.63,0.99,0.99,0.99,-0.26
449.08,5.96,0.35,26.89,35.65,447.33,0.99,0.99,0.99,-0.26
559.18,6.73,-1.77,26.63,35.83,447.33,1,1,1,-0.28
460.98,6.22,-5.15,26.37,35.67,447.33,1,1,1,-0.24
483.92,6.47,-3.19,26.12,35.56,443.51,1,1,1,-0.26
417.07,5.99,-1.5,25.91,35.3,439.7,1,1,1,-0.25
482.22,6.48,-3.43,25.7,35.24,439.7,1,1,1,-0.26
528.17,6.65,-0.33,25.51,35.13,433.23,1,1,1,-0.25
636.68,7.19,-0.19,25.37,35.09,432.17,1,1,1,-0.24
609.47,7.02,-0.63,25.22,35.06,432.17,1,1,1,-0.26
623.91,6.94,-1.94,25.04,35.05,432.17,1,1,1,-0.28
625.09,7.02,-3.44,24.85,35.01,432.17,1,1,1,-0.26
673.8,7.27,-4.2,24.74,34.89,432.17,1,1,1,-0.26
783.17,7.73,-4.92,24.67,34.82,432.17,1,1,1,-0.19
737.47,7.51,-1.56,24.6,34.83,426.19,1,1,1,-0.26
807.8,7.68,1.04,24.5,34.85,424.58,1,1,1,-0.24
920.82,8.11,1,24.5,34.8,424.58,1,1,1,-0.21
